team,games_played,possessions,frequency,points_per_poss,points,fg_made,fg_att,fg_perc,eff_fg_perc,ft_freq,tov_freq,sf_freq,and1_freq,score_freq,percentile,season,playtype,offdef,teamcode,Team,CONF,DIV,GP,PPG,OPPPPG,AVGPTDIFF,PACE,oEFF,dEFF,EFFDIFF,SOS,SCHEDADJRATING,CONSISTENCYRATING,ADJ4FACTORS,WINS,LOSSES,WINPerc,EWINPerc,PROJWINPerc,AchievementLevel,Season,MIN,OffRtg,DefRtg,NetRtg,ASTPerc,ASTToTO,ASTRatio,OREBPerc,DREBPerc,REBPerc,TOVPerc,eFGPerc,TSPerc,PIE,Playoff
CHA,65,18.4,16.9,0.83,15.4,5.5,14.1,38.8,45.6,8.5,16.5,6.8,1.5,36.5,20.7,2019,pnr-handler,offense,CHA2019,CHA,East,Southeast,65,102.9,109.6,-6.7,95.8,106.4,113.3,-6.9,0.81,-6.09,13.2,-0.064,23,42,0.354,0.3,0.279,0.054,2019,3150,105.9,112.8,-7,63.9,1.63,17.7,28,70.6,48.6,15,50.4,53.9,45.5,0
PHX,65,18,15.9,0.83,15,5.6,12.9,43.6,46.8,10.1,19.4,8.8,1.5,39.5,17.2,2019,pnr-handler,offense,PHX2019,PHX,West,Pacific,65,112.6,113.9,-1.3,101.3,110.6,111.9,-1.3,0.02,-1.28,13.3,-0.028,26,39,0.4,0.461,0.457,-0.061,2019,3135,110.2,111.3,-1,66.6,1.8,19.1,26.1,72.8,49.4,14.8,52.8,57.2,50.4,0
NOP,64,19.8,16.8,0.77,15.2,5.9,15.1,39,43,8.1,17.5,7.4,2.1,35.4,0,2019,pnr-handler,offense,NOP2019,NOP,West,Southwest,64,116.2,117,-0.8,103.8,110.8,111.6,-0.8,1.03,0.23,12.8,0.036,28,36,0.438,0.475,0.474,-0.037,2019,3102,110.6,111.6,-1,63.3,1.66,18.4,28.8,73.1,50.9,15.4,53.8,56.7,49.7,0
MIL,65,15.2,13.2,0.94,14.3,5.4,11.9,45.3,50.6,10.3,13.8,8.9,2.2,43.1,79.3,2019,pnr-handler,offense,MIL2019,MIL,East,Central,65,118.6,107.4,11.2,105,112.6,101.9,10.7,-1.55,9.15,13.5,0.112,53,12,0.815,0.786,0.869,0.029,2019,3130,112.3,101.6,10.7,59.5,1.74,18.1,24.1,77.6,52.4,14.1,55.3,58.3,56.8,1
DEN,65,16.3,14.8,0.83,13.6,5.5,13.5,40.8,44.5,6.6,12.5,5.7,1.7,38.5,24.1,2019,pnr-handler,offense,DEN2019,DEN,West,Northwest,65,110.4,107.4,3,97.2,112.5,109.5,3,-0.3,2.7,12.4,0.005,43,22,0.662,0.596,0.599,0.066,2019,3150,112,108.9,3.1,63.4,1.94,19,29.4,72.8,51,13.9,53.2,56.4,52,1
LAL,63,16.3,14.4,0.86,14,5.5,13,42.4,47,7.8,14,7,1.8,39.5,41.4,2019,pnr-handler,offense,LAL2019,LAL,West,Pacific,63,114.3,106.9,7.4,100.9,113,105.6,7.4,-0.37,7.03,13.1,0.058,49,14,0.778,0.714,0.744,0.064,2019,3034,112.6,105.5,7.1,60.3,1.71,18.3,28.4,73.4,51.4,14.9,54.8,57.7,54.9,0
TOR,64,15.7,14,0.88,13.7,4.7,11.5,40.9,47.8,10.9,17.3,8.4,1.3,39.2,58.6,2019,pnr-handler,offense,TOR2019,TOR,East,Atlantic,64,113,106.5,6.5,100.5,111.7,105.3,6.4,-1.19,5.21,12.6,0.021,46,18,0.719,0.694,0.714,0.025,2019,3092,111.3,104.9,6.4,62.6,1.76,18.2,25.9,71.5,49.4,14.2,53.6,57.4,53.1,1
PHI,65,14.5,13.1,0.84,12.2,4.9,11.5,42.5,44.8,9.4,13.7,7.9,2,40.7,27.6,2019,pnr-handler,offense,PHI2019,PHI,East,Atlantic,65,109.6,107.4,2.2,98.8,110.4,108.2,2.2,0.64,2.84,13.6,0.021,39,26,0.6,0.564,0.572,0.036,2019,3135,109.7,107.6,2.1,63.4,1.82,18.6,27.8,75.4,51.5,14.2,53,56.2,52.5,1
HOU,64,11.8,10.3,0.96,11.4,3.9,8.2,47.5,54.2,13.9,19.4,12.4,2.5,43.6,82.8,2019,pnr-handler,offense,HOU2019,HOU,West,Southwest,64,118.1,114.4,3.7,103.3,113.8,110.2,3.6,-0.62,2.98,14.4,-0.003,40,24,0.625,0.599,0.622,0.026,2019,3087,113.4,109.9,3.4,52.2,1.46,15.5,26.1,71.4,48.7,14.1,53.9,57.8,49.7,1
MIL,82,6.4,5.9,0.93,5.9,2.4,5.3,45.4,47.9,10.7,8.6,10.2,3.1,45.2,96.6,2015,pnr-rollman,defense,MIL2015,MIL,East,Central,82,99,103.2,-4.2,94.2,104.4,108.8,-4.4,0.93,-3.47,13.5,-0.024,33,49,0.402,0.362,0.372,0.03,2015,3966,103.4,107.8,-4.5,60.3,1.52,17.6,28.6,68.9,49,15.9,49.9,53.7,48.3,1
HOU,82,6.5,5.8,0.98,6.4,2.5,5.3,47.6,50.5,10.5,8.4,9.3,0.6,48.2,79.3,2015,pnr-rollman,defense,HOU2015,HOU,West,Southwest,82,106.5,106.4,0.1,97.6,108.3,108.1,0.2,0.56,0.76,11.6,-0.012,41,41,0.5,0.503,0.507,-0.007,2015,3966,107.3,107.3,0,58.9,1.39,16.4,29.7,69.2,49.2,16.1,51.6,55.3,49,1
PHX,82,6.3,5.7,1.03,6.5,2.6,5,50.7,53.5,14.5,8.3,13,3.5,50.4,41.4,2015,pnr-rollman,defense,PHX2015,PHX,West,Pacific,82,100.9,107.5,-6.6,98.5,102.3,109,-6.7,1.45,-5.25,14.3,-0.029,23,59,0.28,0.283,0.32,-0.04,2015,3941,101.5,107.9,-6.5,55.8,1.21,15.4,29.7,73.3,50.8,17.3,48.7,52.6,45,0
LAC,82,6.6,6,1.02,6.7,2.8,5.5,50.3,53.3,9.6,9.1,8.3,2,49.4,55.2,2015,pnr-rollman,defense,LAC2015,LAC,West,Pacific,82,104.5,100.2,4.3,95.8,108.3,103.9,4.4,0.75,5.15,13.2,0.03,53,29,0.646,0.642,0.631,0.015,2015,3966,107.2,102.7,4.5,59.6,1.76,17.4,23.4,69.7,47.2,13.3,52.4,55.6,53.3,1
DAL,82,6.8,6.2,1,6.7,2.7,5.5,48.8,52.3,13.3,8.5,13.2,3.2,48.6,72.4,2015,pnr-rollman,defense,DAL2015,DAL,West,Southwest,82,102.3,102.6,-0.3,94.3,106.7,107.1,-0.4,-0.64,-1.04,13.1,-0.02,42,40,0.512,0.49,0.488,0.024,2015,4001,105.5,105.9,-0.4,59.2,1.73,17,24.1,72.3,48.4,13.2,50.2,54.4,50.3,1
MEM,82,6.6,6.3,1.02,6.8,2.7,5.4,50.6,52.7,13.2,9.2,12.1,3.5,49.7,51.7,2015,pnr-rollman,defense,MEM2015,MEM,West,Southwest,82,99.1,101.3,-2.2,93.3,105.4,107.8,-2.4,-0.47,-2.87,14.7,-0.095,42,40,0.512,0.428,0.435,0.077,2015,3966,104.7,107.1,-2.4,56.2,1.56,16,29.8,70.9,49.5,14,47.7,52.4,48.3,1
MIA,82,7.4,7,0.95,7,2.9,6.2,46.5,49.2,9.6,7.6,9.4,1.5,46.1,89.7,2015,pnr-rollman,defense,MIA2015,MIA,East,Southeast,82,100,98.4,1.6,93.6,106.1,104.4,1.7,-0.19,1.51,13.8,0.053,48,34,0.585,0.553,0.549,0.036,2015,3966,105.5,103.7,1.7,54.3,1.48,16.3,28,72.9,51.2,14.8,50.8,54.5,52.5,0
OKC,82,7.4,6.7,0.95,7,2.9,6.3,46.4,47.5,10.7,6.4,10.4,2.3,47.2,93.1,2015,pnr-rollman,defense,OKC2015,OKC,West,Northwest,82,110.2,102.9,7.3,96.6,113.2,105.7,7.5,-1.17,6.33,13.5,0.109,55,27,0.671,0.74,0.711,-0.04,2015,3966,112.1,104.8,7.4,55.8,1.44,16.7,34.7,72,54.1,16.2,52.4,56.5,54.6,0
BOS,82,7.4,6.6,0.97,7.2,2.9,6.3,45.8,49.3,10.5,7.1,10,2.1,46.4,82.8,2015,pnr-rollman,defense,BOS2015,BOS,East,Atlantic,82,105.7,102.5,3.2,98.5,106.8,103.6,3.2,-0.61,2.59,12.3,-0.029,48,34,0.585,0.605,0.603,-0.018,2015,3956,105.8,102.5,3.3,61.6,1.76,17.4,29,70.7,49.5,13.8,48.8,53.1,52,1
SAS,82,8.1,7.7,0.91,7.4,3,6.7,43.9,45.8,10.9,7.6,10.3,2,44.7,100,2015,pnr-rollman,defense,SAS2015,SAS,West,Southwest,82,103.5,92.9,10.6,93.7,110.3,99,11.3,-2.23,9.07,14.6,0.062,67,15,0.817,0.849,0.781,0.036,2015,3941,109.3,98.2,11.1,61.1,1.88,18.8,26.6,74.6,51.6,13.8,52.6,56.4,57.8,1
SAC,82,7,6.2,1.05,7.4,3,5.7,52.7,54.9,12.8,9.5,11.4,3.1,51.6,31,2015,pnr-rollman,defense,SAC2015,SAC,West,Pacific,82,106.6,109.1,-2.5,99.9,106,108.5,-2.5,1.13,-1.37,10.2,-0.018,33,49,0.402,0.418,0.403,-0.001,2015,3961,105.3,107.6,-2.3,61.2,1.52,17.6,28.1,71.7,50,16,51,54.6,49.4,0
UTA,82,7.7,7.5,0.96,7.4,2.8,6.2,44.8,48,12.5,8.2,12.2,1.7,46.3,86.2,2015,pnr-rollman,defense,UTA2015,UTA,West,Northwest,82,97.7,95.9,1.8,91,105.9,104,1.9,-0.1,1.8,14.9,0.029,40,42,0.488,0.559,0.551,-0.063,2015,3991,105,103.2,1.8,52.6,1.27,15.1,30.3,73.1,51.7,16.1,50.1,54,50.8,0
GSW,82,7,6.2,1.06,7.4,3.1,5.6,54.5,56.7,13.8,8.9,13.6,3.5,52.4,17.2,2015,pnr-rollman,defense,GSW2015,GSW,West,Pacific,82,114.9,104.1,10.8,99.3,114.5,103.8,10.7,-1.58,9.12,12.9,0.141,73,9,0.89,0.856,0.797,0.093,2015,3976,113.5,102.8,10.6,68,1.91,20.4,26.7,72,50.7,15,56.3,59.3,56.7,1
ORL,82,7.2,6.6,1.03,7.4,3,5.9,49.9,52.8,13.2,6.6,12.4,2.5,50.3,44.8,2015,pnr-rollman,defense,ORL2015,ORL,East,Southeast,82,102.1,103.7,-1.6,96,105.1,106.8,-1.7,-0.56,-2.26,13.1,-0.034,35,47,0.427,0.447,0.448,-0.021,2015,3981,104.4,106,-1.6,59.6,1.67,17.6,27.1,72.6,49.5,14.4,50,53.3,48.8,0
LAL,82,7.4,6.9,1.01,7.5,3,6,49.8,51.4,15.3,6.9,14.5,3.5,50.6,65.5,2015,pnr-rollman,defense,LAL2015,LAL,West,Pacific,82,97.3,106.9,-9.6,95.6,101.6,111.6,-10,1.71,-8.29,13.2,-0.091,17,65,0.207,0.184,0.224,-0.017,2015,3946,100.7,110.3,-9.7,51.3,1.31,14.1,27.1,71.2,48.4,14.2,46,50.9,42.4,0
TOR,82,7.1,6.8,1.06,7.5,3,6,50.7,54.3,11.7,6.9,11,3.1,50.3,24.1,2015,pnr-rollman,defense,TOR2015,TOR,East,Atlantic,82,102.7,98.2,4.5,92.9,110,105.2,4.8,-0.67,4.13,11.8,0.012,56,26,0.683,0.648,0.658,0.025,2015,3956,109.3,104.8,4.4,51.1,1.43,14.9,30,73.6,52,13.9,50.4,55.2,52.5,1
ATL,82,7.6,6.8,1,7.6,3,6.3,47.3,51.3,11.2,7.4,10.9,2.1,47.7,69,2015,pnr-rollman,defense,ATL2015,ATL,East,Southeast,82,102.6,99.1,3.5,97,105,101.4,3.6,-0.69,2.91,13.9,0.031,48,34,0.585,0.615,0.602,-0.017,2015,3966,104.6,100.8,3.9,66.3,1.71,19,23.4,69.8,47.4,15.2,51.6,55.2,52.8,1
DEN,82,7.2,6.7,1.07,7.7,3.1,5.9,53.6,56,13.1,8.8,11.9,3.6,52.3,10.3,2015,pnr-rollman,defense,DEN2015,DEN,West,Northwest,82,101.9,105,-3.1,95.7,105.7,108.9,-3.2,1.1,-2.1,10.8,-0.024,33,49,0.402,0.398,0.384,0.018,2015,3966,104.9,108.2,-3.3,60.1,1.55,16.9,30.4,73.2,51.3,15.1,48.9,53.1,47.9,0
MIN,82,7.4,6.8,1.05,7.7,3.2,6.1,51.8,54.6,12.2,8.8,11.7,3.8,49.9,34.5,2015,pnr-rollman,defense,MIN2015,MIN,West,Northwest,82,102.4,106,-3.6,95.2,106.5,110.2,-3.7,0.33,-3.37,11.7,-0.039,29,53,0.354,0.381,0.376,-0.022,2015,3976,105.4,109,-3.5,61.9,1.56,17.6,27.9,70.2,49.4,15.5,49.8,54.9,49.7,0
NYK,82,7.8,7.3,1.01,7.8,3.2,6.7,48.4,51.1,10.7,5.2,10,1.9,49,62.1,2015,pnr-rollman,defense,NYK2015,NYK,East,Atlantic,82,98.2,100.9,-2.7,93.3,104.7,107.5,-2.8,0.12,-2.68,14.2,0.017,32,50,0.39,0.411,0.422,-0.032,2015,3961,103.9,106.7,-2.8,55.7,1.53,16,28,71.8,50.2,14.2,48.3,52.7,48.7,0
WAS,82,7.5,6.8,1.07,8,3.2,6.2,52.1,55.2,12.6,8,12.3,3.3,51.6,6.9,2015,pnr-rollman,defense,WAS2015,WAS,East,Southeast,82,104.1,104.6,-0.5,98.4,105.4,105.9,-0.5,0.6,0.1,14.8,-0.029,41,41,0.5,0.484,0.487,0.013,2015,3951,104.5,105.1,-0.5,61.9,1.69,18.1,25,73.7,49,14.5,51.1,54.4,49.7,1
BKN,82,7.7,7.2,1.06,8.2,3.4,6.2,54.4,56.5,11.4,10.3,10.5,2.2,52.4,13.8,2015,pnr-rollman,defense,BKN2015,BKN,East,Atlantic,82,98.6,106,-7.4,95.2,103.2,110.9,-7.7,0.39,-7.31,10.4,-0.062,21,61,0.256,0.256,0.229,0.027,2015,3951,102.4,109.7,-7.4,58.3,1.51,17,27.9,71.6,49.4,15.3,49.2,52.7,46,1
POR,82,8,7.4,1.03,8.3,3.3,6.6,49.4,52,13.4,5.8,12.9,1.7,51.1,48.3,2015,pnr-rollman,defense,POR2015,POR,West,Northwest,82,105.1,104.3,0.8,96,108.8,108,0.8,-0.52,0.28,14,0.03,44,38,0.537,0.526,0.523,0.014,2015,3961,107.6,106.8,0.8,55.2,1.46,16,29.4,72.8,51,15,51.1,54.8,49.3,1
CHA,82,8.4,7.8,0.99,8.3,3.3,7.1,47,50.7,9.4,7.8,9,1.7,46.8,75.9,2015,pnr-rollman,defense,CHA2015,CHA,East,Southeast,82,103.4,100.7,2.7,95.7,107.2,104.3,2.9,-0.92,1.98,14,-0.003,48,34,0.585,0.589,0.582,0.003,2015,3971,106.4,103.7,2.7,58.6,1.73,16.7,24.4,75.4,49.9,12.9,50.2,54.5,51.1,0
CHI,82,7.9,7.2,1.06,8.4,3.5,6.9,51.8,55.2,9.7,6,9.4,2,51.5,27.6,2015,pnr-rollman,defense,CHI2015,CHI,East,Central,82,101.6,103.1,-1.5,95.7,105,106.5,-1.5,0.44,-1.06,12.9,0.024,42,40,0.512,0.451,0.454,0.058,2015,3981,104.1,105.5,-1.4,59.1,1.64,17,29,71.4,50.6,14.2,48.7,52.6,49.4,1
PHI,82,7.7,6.9,1.1,8.5,3.5,6.6,52.9,55.5,11.1,6,10.1,2.9,53.1,0,2015,pnr-rollman,defense,PHI2015,PHI,East,Atlantic,82,97.4,107.6,-10.2,97.9,98.9,109.3,-10.4,1.16,-9.24,12.8,-0.034,10,72,0.122,0.164,0.208,-0.086,2015,3961,98.4,108.6,-10.2,59.4,1.31,16.3,25,69.3,46.6,16.5,48.7,51.9,42.8,0
NOP,82,8.5,7.9,1.01,8.6,3.4,6.9,48.9,52.6,12.2,8.5,10.8,2.3,48.7,58.6,2015,pnr-rollman,defense,NOP2015,NOP,West,Southwest,82,102.7,106.5,-3.8,96.8,105.6,109.5,-3.9,0.65,-3.25,11.5,-0.044,30,52,0.366,0.375,0.367,-0.001,2015,3956,104.8,108.4,-3.7,57.7,1.65,16.8,25.2,74.8,49.3,13.7,49.8,53.7,47.2,1
IND,82,8.3,7.5,1.04,8.6,3.4,6.9,50.2,54.3,11.9,7.7,11.2,2.5,50.1,37.9,2015,pnr-rollman,defense,IND2015,IND,East,Central,82,102.2,100.5,1.7,96.6,104.7,102.9,1.8,0.26,2.06,12.5,0.002,45,37,0.549,0.556,0.557,-0.008,2015,3976,103.8,102.2,1.6,55.4,1.43,16.1,27.1,71.4,49.4,15.1,49.7,53.6,51.8,0
CLE,82,8.1,7.8,1.07,8.7,3.6,6.9,52.6,54.6,11.3,5.7,10.5,2.4,52.4,3.4,2015,pnr-rollman,defense,CLE2015,CLE,East,Central,82,104.3,98.3,6,93.3,110.9,104.5,6.4,-0.24,6.16,13.9,0.054,57,25,0.695,0.698,0.677,0.018,2015,3971,110.2,103.9,6.3,58.7,1.67,17.4,29.4,74.2,51.9,14.3,52.4,55.8,52.8,1
DET,82,9.8,9.2,1.06,10.4,4.2,8.2,51.1,54.1,11.2,6.6,10.3,1.9,51.7,20.7,2015,pnr-rollman,defense,DET2015,DET,East,Central,82,102,101.4,0.6,95.1,106.2,105.5,0.7,0.25,0.95,12.9,-0.006,44,38,0.537,0.52,0.522,0.015,2015,3976,105.3,104.9,0.3,51.2,1.44,14.8,31.3,75.3,52.1,14,49.1,52.2,48.6,0
MEM,82,6.3,6.1,0.97,6.1,2.3,5,46.8,51.6,13.2,10.6,12.4,2.3,45.8,96.6,2016,pnr-rollman,defense,MEM2016,MEM,West,Southwest,82,100.5,100,0.5,92.2,107.8,107.2,0.6,0.76,1.36,13.8,-0.033,43,39,0.524,0.516,0.517,0.007,2016,3981,107,106.5,0.5,58.4,1.65,16.5,29.5,73.1,50.7,13.7,49.1,53.5,50.1,1
GSW,82,6.3,5.6,1.01,6.4,2.6,5.1,50.7,53.2,11.6,10,10.8,3.1,48.6,75.9,2016,pnr-rollman,defense,GSW2016,GSW,West,Pacific,82,115.9,104.3,11.6,99.7,115.6,104,11.6,-1.14,10.46,15.9,0.109,67,15,0.817,0.882,0.768,0.049,2016,3956,114.8,103.4,11.4,70.5,2.06,21.2,27.2,70.9,50.4,14.6,56.3,59.7,57.9,1
LAC,82,6.4,6,0.99,6.4,2.5,5.3,46.1,49.8,12.5,6.3,12.7,2.5,47.1,93.1,2016,pnr-rollman,defense,LAC2016,LAC,West,Pacific,82,108.7,104.4,4.3,96,112.8,108.4,4.4,-0.27,4.13,16,0.045,51,31,0.622,0.642,0.608,0.014,2016,3951,111.8,107.5,4.4,57,1.74,17.2,25.6,73.3,50.1,13.3,53.7,57.4,52.7,1
MIL,82,6.6,6.2,1.02,6.7,2.6,5.3,49.5,53.5,12,10,11.5,2.2,49.1,58.6,2016,pnr-rollman,defense,MIL2016,MIL,East,Central,82,103.6,103.8,-0.2,94.5,109.1,109.3,-0.2,-0.98,-1.18,14.3,0,42,40,0.512,0.493,0.494,0.018,2016,3956,108.5,108.7,-0.2,62.4,1.73,18.5,26,70.6,48.7,14.6,52.7,56.5,50.4,0
PHX,82,6.4,5.6,1.08,6.9,2.5,5.1,49.6,54.3,14.7,8.4,13.2,3.4,50.1,24.1,2016,pnr-rollman,defense,PHX2016,PHX,West,Pacific,82,107.7,113.3,-5.6,100.2,106.6,112.2,-5.6,0.48,-5.12,11.9,-0.037,24,58,0.293,0.316,0.319,-0.026,2016,3966,106.1,111.3,-5.2,49.1,1.27,14.4,29.9,71.8,50.3,15.2,49.3,53.8,46.2,0
DAL,82,6.3,6.2,1.09,6.9,2.7,5.1,53.5,56.6,14.4,8.3,14.4,3.5,52.5,10.3,2016,pnr-rollman,defense,DAL2016,DAL,West,Southwest,82,97.9,100.8,-2.9,92.2,105.6,108.8,-3.2,0.39,-2.81,16.1,-0.085,33,49,0.402,0.405,0.421,-0.019,2016,3956,104.7,107.7,-3,57.4,1.75,16.8,21.6,73.3,46.5,12.7,50.5,54.1,47.9,1
HOU,82,5.9,5.2,1.19,6.9,2.8,5,56.7,60.1,12.3,6.3,11,2.9,56.7,0,2016,pnr-rollman,defense,HOU2016,HOU,West,Southwest,82,115.3,109.6,5.7,99.9,114.8,109.1,5.7,-0.57,5.13,14,0.037,55,27,0.671,0.688,0.658,0.013,2016,3956,114.1,108.4,5.7,62.6,1.67,18.1,28.1,71.7,49.9,15,54.5,58.3,51.6,1
TOR,82,6.6,6.2,1.06,7,2.8,5.6,50.1,53.6,10.9,7,10.9,2.8,50.3,37.9,2016,pnr-rollman,defense,TOR2016,TOR,East,Atlantic,82,106.9,102.6,4.3,94.7,112.3,107.9,4.4,-0.88,3.52,13.6,-0.005,51,31,0.622,0.642,0.627,-0.005,2016,3956,111.4,107.1,4.3,47.2,1.46,14.5,29.1,71.7,50.5,13.2,51.7,56.1,51.6,1
BOS,82,7.5,6.8,0.94,7,2.8,6.1,45,49.1,10.3,9.3,9.6,1.3,45,100,2016,pnr-rollman,defense,BOS2016,BOS,East,Atlantic,82,108,105.4,2.6,96.8,111.2,108.5,2.7,0.6,3.3,11.5,0.018,53,29,0.646,0.586,0.593,0.053,2016,3951,110.6,108,2.6,65.3,1.9,18.8,25.9,70.5,48.5,13.6,52.5,56.7,51.4,1
LAL,82,7,6.4,1.04,7.3,2.8,5.8,48.8,52,13.2,6.6,13.5,2.3,50.3,44.8,2016,pnr-rollman,defense,LAL2016,LAL,West,Pacific,82,104.6,111.5,-6.9,98.5,106,113,-7,1.05,-5.95,16.5,-0.055,26,56,0.317,0.273,0.335,-0.018,2016,3941,105.3,112,-6.7,53.2,1.38,15.6,28.4,71.7,49.4,15.3,50.1,53.7,44.6,0
PHI,82,7.2,6.5,1.02,7.3,2.9,6,47.9,50.9,13.3,6.7,13.2,3.5,48.9,62.1,2016,pnr-rollman,defense,PHI2016,PHI,East,Atlantic,82,102.4,108.1,-5.7,98.5,103.2,109,-5.8,0.4,-5.4,12.2,-0.006,28,54,0.341,0.312,0.318,0.023,2016,3966,102.7,108.2,-5.5,63.1,1.43,17.4,27.3,70.9,49,16.7,50.1,53.9,47,0
MIN,82,7.5,7,1,7.5,2.9,6.3,46.6,51.2,10.9,7.5,10.6,1.9,46.8,89.7,2016,pnr-rollman,defense,MIN2016,MIN,West,Northwest,82,105.6,106.7,-1.1,94.6,110.9,112.1,-1.2,0.09,-1.11,14.5,-0.032,31,51,0.378,0.464,0.467,-0.089,2016,3961,110,110.9,-0.9,60,1.69,17.7,30.9,71,50.7,14.6,51.1,55.5,50.1,0
NOP,82,7.4,6.7,1.01,7.5,3,6.4,47.5,51.1,10,6.7,10,2.5,47.8,72.4,2016,pnr-rollman,defense,NOP2016,NOP,West,Southwest,82,104.3,106.4,-2.1,98,105.3,107.4,-2.1,0.02,-2.08,13.3,-0.031,34,48,0.415,0.431,0.437,-0.022,2016,3981,104.7,106.8,-2.1,58.2,1.77,17.1,22.8,72.8,48,12.9,50.4,53.9,49.3,0
POR,82,7.1,6.4,1.06,7.5,2.9,5.8,50.2,53.8,14.3,7.1,14.3,3.1,51.1,27.6,2016,pnr-rollman,defense,POR2016,POR,West,Northwest,82,107.9,108.5,-0.6,96.6,110.4,110.9,-0.5,0.61,0.11,13.7,0.026,41,41,0.5,0.48,0.485,0.015,2016,3986,109.4,110,-0.6,53.4,1.54,16,26.9,72,49.6,13.9,52,55.9,49.3,1
SAS,82,7.3,6.8,1.05,7.6,3.1,6.1,50.7,54,11.1,7.1,10.8,2.5,50.3,41.4,2016,pnr-rollman,defense,SAS2016,SAS,West,Southwest,82,105.3,98.1,7.2,94.2,111.2,103.6,7.6,-1.17,6.43,12.9,0.043,61,21,0.744,0.737,0.721,0.023,2016,3961,110.3,102.9,7.4,60.6,1.77,18.1,28.2,73,51.1,14.1,52.4,56.4,55.1,1
CHI,82,7.4,6.9,1.04,7.6,3.2,6.6,48.1,52.2,7.8,5,7.6,2,48.6,48.3,2016,pnr-rollman,defense,CHI2016,CHI,East,Central,82,102.9,102.4,0.5,95.3,107.4,107,0.4,-0.34,0.06,15.4,-0.022,41,41,0.5,0.516,0.51,-0.01,2016,3956,106.5,106.2,0.3,58.4,1.66,16.8,31.1,73.3,51.9,14,48.7,53,50.4,0
SAC,82,6.9,6.5,1.11,7.7,3,5.8,52.4,56.3,13.2,6.2,11.8,3,53,3.4,2016,pnr-rollman,defense,SAC2016,SAC,West,Pacific,82,102.8,106.7,-3.9,94.8,107.3,111.4,-4.1,0.83,-3.27,12.3,-0.016,32,50,0.39,0.372,0.37,0.02,2016,3976,106.6,110.8,-4.2,59.4,1.54,17.3,25.8,72.3,49.2,15.2,51.6,55.6,47.8,0
CLE,82,7.1,6.5,1.1,7.8,3.2,6,53.7,57.2,10.5,7.9,10.5,2.9,52.7,6.9,2016,pnr-rollman,defense,CLE2016,CLE,East,Central,82,110.3,107.2,3.1,96.1,113.7,110.4,3.3,-0.2,3.1,14.8,0.052,51,31,0.622,0.602,0.588,0.034,2016,3976,112.8,109.7,3.1,56.7,1.66,17.1,26.4,72.2,49.9,14,54.7,58,51,1
UTA,82,7.7,7.5,1.01,7.8,3.1,6.8,46.2,50.2,10.6,4.3,10.1,2.8,47.6,69,2016,pnr-rollman,defense,UTA2016,UTA,West,Northwest,82,100.7,96.8,3.9,91.5,109.6,105.3,4.3,-0.82,3.48,14.5,0.075,51,31,0.622,0.628,0.617,0.005,2016,3951,109,104.7,4.3,54.4,1.48,16.2,27,74.3,51.4,14.8,52.6,56.3,53.4,0
NYK,82,7.9,7.1,1,7.9,3,6.6,46,49.7,12.4,5.3,11.3,1.9,48.1,79.3,2016,pnr-rollman,defense,NYK2016,NYK,East,Atlantic,82,104.3,108,-3.7,96,107.8,111.6,-3.8,0.15,-3.65,11.2,-0.012,31,51,0.378,0.378,0.367,0.011,2016,3971,107.1,110.7,-3.6,55.1,1.57,16.3,30.5,69.8,50,14.3,49.6,53.4,48.2,0
BKN,82,7.9,6.9,1,7.9,3.2,6.8,46.4,49.7,10.6,5.5,9.8,2.3,47.5,82.8,2016,pnr-rollman,defense,BKN2016,BKN,East,Atlantic,82,105.8,112.5,-6.7,101.3,104,110.7,-6.7,1.12,-5.58,11.6,0.017,20,62,0.244,0.279,0.283,-0.039,2016,3951,103.6,110.1,-6.5,56.6,1.29,15.9,24.1,71.6,48.3,16.2,50.7,55.1,46,0
WAS,82,7.4,6.7,1.08,7.9,3.2,5.9,53.2,57.1,13.6,9.3,13.2,3.3,51.9,17.2,2016,pnr-rollman,defense,WAS2016,WAS,East,Southeast,82,109.2,107.4,1.8,97.3,111.2,109.4,1.8,-0.54,1.26,11,-0.009,49,33,0.598,0.559,0.565,0.033,2016,3971,110.4,108.8,1.7,57.7,1.68,17.6,28.6,71.6,50.1,14.3,52.8,56.4,51.1,0
ATL,82,8,7.3,1,8,3.2,6.9,46.4,51,9.1,7.1,8.6,2.1,46.4,86.2,2016,pnr-rollman,defense,ATL2016,ATL,East,Southeast,82,103.2,104,-0.8,97.3,104.9,105.8,-0.9,-0.6,-1.5,15.2,0.001,43,39,0.524,0.474,0.476,0.048,2016,3976,104.5,105.2,-0.7,62.1,1.5,17.4,28.2,71.7,50.2,16,50.4,54.1,50.6,1
MIA,82,7.5,7,1.09,8.2,3.2,6.3,50.7,53.8,13.8,4.9,13.1,2.9,52.4,13.8,2016,pnr-rollman,defense,MIA2016,MIA,East,Southeast,82,103.2,102.1,1.1,95.2,107.8,106.7,1.1,0.5,1.6,13.1,0.024,41,41,0.5,0.536,0.534,-0.034,2016,3956,107.4,106.4,1,54.4,1.58,16.3,28.4,71.8,49.9,14,51.2,54.1,50,1
